"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1,11"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","12/03/2021 13:07:53"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245300193SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","280,0 nm"
"EM Wavelength Start:","285,0 nm"
"EM Wavelength End:","450,0 nm"
"Data Interval:","1,0 nm"
"Scan Speed:","6000 nm/min"
"[Instrument]"
"EX Bandwidth:","10,0 nm"
"EM Bandwidth:","10,0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"3uM 3.1.fs2f - CorrectionData"
"Wavelength nm.","Intensity"
285,0,155127,486
286,0,141857,663
287,0,129939,159
288,0,118550,581
289,0,108597,033
290,0,104180,071
291,0,101915,314
292,0,102673,587
293,0,106340,503
294,0,111776,629
295,0,118999,582
296,0,128118,757
297,0,137827,362
298,0,148840,800
299,0,159950,274
300,0,171000,643
301,0,183103,512
302,0,194975,339
303,0,206303,067
304,0,217809,238
305,0,231344,503
306,0,244128,996
307,0,256884,935
308,0,271787,100
309,0,285046,907
310,0,298273,218
311,0,314072,594
312,0,329764,906
313,0,343982,496
314,0,360169,703
315,0,374701,628
316,0,386525,265
317,0,402359,005
318,0,416489,453
319,0,427640,399
320,0,442401,614
321,0,454149,152
322,0,462659,080
323,0,474986,735
324,0,487530,275
325,0,493979,740
326,0,502621,857
327,0,512198,840
328,0,517247,891
329,0,521280,695
330,0,528218,051
331,0,530950,892
332,0,532760,441
333,0,535618,375
334,0,534894,171
335,0,534559,719
336,0,535650,890
337,0,530680,957
338,0,526581,532
339,0,524980,559
340,0,517830,641
341,0,512150,090
342,0,509189,355
343,0,501510,555
344,0,491429,192
345,0,485555,553
346,0,475103,708
347,0,465096,062
348,0,457552,070
349,0,448174,634
350,0,437840,101
351,0,428847,351
352,0,416920,859
353,0,405823,917
354,0,397046,318
355,0,385813,763
356,0,374573,315
357,0,365115,865
358,0,353896,598
359,0,341946,058
360,0,331792,433
361,0,320962,210
362,0,309599,846
363,0,299604,071
364,0,290266,361
365,0,280249,463
366,0,270871,917
367,0,260984,097
368,0,250983,265
369,0,241822,389
370,0,233122,092
371,0,224054,710
372,0,216317,550
373,0,208214,672
374,0,199740,227
375,0,191157,031
376,0,184181,373
377,0,176608,990
378,0,168926,779
379,0,162686,459
380,0,156066,101
381,0,149547,909
382,0,143052,292
383,0,136930,909
384,0,130068,686
385,0,124703,683
386,0,118999,231
387,0,113246,557
388,0,108483,298
389,0,103607,760
390,0,98415,871
391,0,94245,068
392,0,89751,611
393,0,85310,343
394,0,81312,305
395,0,77579,767
396,0,73679,996
397,0,70160,357
398,0,66495,976
399,0,63085,407
400,0,59796,231
401,0,57226,816
402,0,54119,023
403,0,51433,170
404,0,49365,465
405,0,46840,573
406,0,44484,892
407,0,42591,024
408,0,40265,795
409,0,38557,232
410,0,36982,118
411,0,35034,924
412,0,33343,292
413,0,31879,721
414,0,30301,944
415,0,28896,686
416,0,27704,681
417,0,26425,332
418,0,25164,986
419,0,24105,852
420,0,22909,833
421,0,21984,937
422,0,20989,763
423,0,19919,106
424,0,19078,334
425,0,18336,156
426,0,17503,866
427,0,16678,973
428,0,15956,108
429,0,15196,141
430,0,14499,885
431,0,13955,371
432,0,13310,160
433,0,12651,690
434,0,12214,488
435,0,11662,987
436,0,11110,769
437,0,10614,233
438,0,10170,138
439,0,9730,488
440,0,9366,491
441,0,8957,685
442,0,8551,816
443,0,8231,729
444,0,7915,053
445,0,7569,893
446,0,7244,376
447,0,6934,078
448,0,6660,394
449,0,6488,520
450,0,6152,610
