Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:32:54
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

5uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;107648,979
286,0;99010,769
287,0;91796,907
288,0;85401,015
289,0;80102,591
290,0;78043,205
291,0;78079,586
292,0;79986,794
293,0;84377,496
294,0;89540,934
295,0;96581,260
296,0;104837,915
297,0;113355,748
298,0;123614,091
299,0;133345,594
300,0;143054,602
301,0;154652,925
302,0;165956,396
303,0;176218,319
304,0;187038,020
305,0;199994,734
306,0;212076,533
307,0;223807,407
308,0;237839,825
309,0;250585,132
310,0;262934,592
311,0;277825,273
312,0;291550,825
313,0;305382,256
314,0;320757,899
315,0;333948,970
316,0;345316,024
317,0;360167,326
318,0;373680,123
319,0;383353,018
320,0;396697,402
321,0;407413,372
322,0;415166,787
323,0;426672,017
324,0;437993,685
325,0;443964,811
326,0;451577,581
327,0;460467,131
328,0;465015,472
329,0;468868,067
330,0;475454,060
331,0;477531,830
332,0;479154,647
333,0;482131,592
334,0;481239,584
335,0;480707,790
336,0;481589,598
337,0;477179,961
338,0;473480,917
339,0;471570,453
340,0;465662,591
341,0;460339,542
342,0;457736,954
343,0;450571,059
344,0;441967,664
345,0;436192,088
346,0;427143,216
347,0;418292,823
348,0;411362,271
349,0;402336,415
350,0;393372,528
351,0;385445,606
352,0;374793,002
353,0;365104,557
354,0;356209,953
355,0;346474,083
356,0;336227,589
357,0;327657,471
358,0;318027,811
359,0;306691,087
360,0;297736,849
361,0;287847,011
362,0;277371,136
363,0;268763,937
364,0;260275,165
365,0;251176,190
366,0;242615,948
367,0;233712,675
368,0;224872,860
369,0;216593,774
370,0;208652,845
371,0;200928,627
372,0;193791,806
373,0;186513,620
374,0;178869,193
375,0;171256,426
376,0;164960,796
377,0;157575,867
378,0;150973,383
379,0;145266,990
380,0;139497,922
381,0;133393,836
382,0;127725,069
383,0;122242,313
384,0;116517,966
385,0;111175,827
386,0;106386,443
387,0;101055,790
388,0;96767,777
389,0;92276,448
390,0;87615,843
391,0;83889,558
392,0;79897,991
393,0;75849,093
394,0;72293,396
395,0;69134,615
396,0;65643,647
397,0;62463,254
398,0;59123,116
399,0;56005,266
400,0;53340,669
401,0;50733,317
402,0;47922,043
403,0;45699,708
404,0;43641,024
405,0;41520,227
406,0;39418,492
407,0;37682,380
408,0;35828,396
409,0;34111,842
410,0;32785,423
411,0;31034,748
412,0;29511,792
413,0;28239,740
414,0;26738,499
415,0;25570,362
416,0;24440,577
417,0;23332,851
418,0;22134,731
419,0;21259,520
420,0;20222,595
421,0;19261,446
422,0;18498,766
423,0;17540,607
424,0;16736,269
425,0;16049,495
426,0;15338,878
427,0;14638,542
428,0;13978,901
429,0;13368,576
430,0;12690,298
431,0;12125,768
432,0;11618,746
433,0;11046,269
434,0;10636,306
435,0;10132,000
436,0;9646,304
437,0;9272,285
438,0;8787,230
439,0;8431,921
440,0;8077,176
441,0;7766,154
442,0;7436,723
443,0;7128,093
444,0;6800,567
445,0;6493,815
446,0;6235,960
447,0;5961,537
448,0;5701,007
449,0;5494,414
450,0;5259,686
