Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:56:11
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

30uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;15289,905
286,0;14057,307
287,0;13112,737
288,0;12266,001
289,0;11689,233
290,0;11613,361
291,0;11864,764
292,0;12437,053
293,0;13339,510
294,0;14530,317
295,0;15940,858
296,0;17646,036
297,0;19366,874
298,0;21366,873
299,0;23398,823
300,0;25608,343
301,0;28208,573
302,0;30543,847
303,0;32965,078
304,0;35298,499
305,0;38345,871
306,0;41139,242
307,0;44052,645
308,0;47164,856
309,0;50058,401
310,0;53156,571
311,0;56821,278
312,0;60116,237
313,0;63676,373
314,0;67190,054
315,0;70405,868
316,0;73333,523
317,0;77067,835
318,0;80184,916
319,0;82851,799
320,0;86148,205
321,0;88942,008
322,0;90915,617
323,0;94240,772
324,0;97053,265
325,0;98832,225
326,0;101065,332
327,0;103511,754
328,0;104990,382
329,0;106434,852
330,0;108436,657
331,0;109447,569
332,0;110372,100
333,0;111628,657
334,0;111928,785
335,0;112175,998
336,0;113183,485
337,0;112562,822
338,0;112332,448
339,0;112636,038
340,0;111541,442
341,0;111320,944
342,0;110932,858
343,0;109880,661
344,0;108521,551
345,0;107865,075
346,0;106226,318
347,0;104439,487
348,0;103663,171
349,0;101960,309
350,0;100202,493
351,0;98916,902
352,0;96427,972
353,0;94382,577
354,0;92756,209
355,0;90504,214
356,0;88469,682
357,0;86596,167
358,0;84267,187
359,0;81913,229
360,0;79956,055
361,0;77733,061
362,0;75300,376
363,0;73377,673
364,0;71298,470
365,0;69187,761
366,0;67113,464
367,0;65092,348
368,0;62990,504
369,0;60874,589
370,0;58931,377
371,0;57167,183
372,0;55228,644
373,0;53527,871
374,0;51340,333
375,0;49595,914
376,0;47914,720
377,0;46129,998
378,0;44264,236
379,0;42815,495
380,0;41154,791
381,0;39595,946
382,0;37952,474
383,0;36546,125
384,0;34886,341
385,0;33520,259
386,0;32139,816
387,0;30541,690
388,0;29387,311
389,0;28164,836
390,0;26791,815
391,0;25743,593
392,0;24584,865
393,0;23398,483
394,0;22468,129
395,0;21570,396
396,0;20484,999
397,0;19520,912
398,0;18604,185
399,0;17636,954
400,0;16877,187
401,0;16065,741
402,0;15294,716
403,0;14581,588
404,0;13970,615
405,0;13320,546
406,0;12686,846
407,0;12175,121
408,0;11553,646
409,0;11079,688
410,0;10591,727
411,0;10117,113
412,0;9614,712
413,0;9185,029
414,0;8763,535
415,0;8323,958
416,0;8016,290
417,0;7671,985
418,0;7319,072
419,0;7018,208
420,0;6732,336
421,0;6441,990
422,0;6160,573
423,0;5855,391
424,0;5648,309
425,0;5392,989
426,0;5168,075
427,0;4939,926
428,0;4747,605
429,0;4551,231
430,0;4339,549
431,0;4196,367
432,0;3967,592
433,0;3813,096
434,0;3681,700
435,0;3487,913
436,0;3366,139
437,0;3224,501
438,0;3070,466
439,0;2926,936
440,0;2851,902
441,0;2725,912
442,0;2615,454
443,0;2484,328
444,0;2378,017
445,0;2292,287
446,0;2207,745
447,0;2130,441
448,0;2041,338
449,0;1988,036
450,0;1884,247
