Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:16:04
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

control 1.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;204112,354
286,0;186475,378
287,0;170790,553
288,0;155249,729
289,0;141449,435
290,0;134160,262
291,0;130814,693
292,0;129815,469
293,0;133455,522
294,0;139392,295
295,0;146813,855
296,0;157615,803
297,0;168479,648
298,0;180773,414
299,0;193473,536
300,0;205778,276
301,0;219579,944
302,0;232430,118
303,0;244900,232
304,0;257332,931
305,0;271897,511
306,0;285983,755
307,0;298767,602
308,0;315142,372
309,0;328845,217
310,0;342712,522
311,0;359739,692
312,0;375300,181
313,0;390359,879
314,0;407366,140
315,0;422337,174
316,0;434011,853
317,0;451556,903
318,0;465972,250
319,0;476556,586
320,0;491497,357
321,0;503215,303
322,0;511567,728
323,0;524192,552
324,0;537583,759
325,0;543849,545
326,0;552192,371
327,0;562170,764
328,0;566441,724
329,0;570221,912
330,0;577699,460
331,0;579843,790
332,0;580940,109
333,0;583967,231
334,0;582097,347
335,0;581187,757
336,0;581199,446
337,0;575901,323
338,0;571392,282
339,0;568682,542
340,0;560792,975
341,0;554545,372
342,0;550254,152
343,0;541468,585
344,0;530975,152
345,0;523971,110
346,0;512639,590
347,0;501373,237
348,0;492978,983
349,0;482494,277
350,0;470813,446
351,0;461694,153
352,0;448641,818
353,0;436639,934
354,0;425912,879
355,0;414099,735
356,0;402167,483
357,0;391240,465
358,0;379906,328
359,0;366756,102
360,0;355456,941
361,0;343723,782
362,0;331215,612
363,0;320548,112
364,0;310512,324
365,0;299140,634
366,0;289057,370
367,0;278829,450
368,0;268179,183
369,0;258034,158
370,0;248725,168
371,0;239238,852
372,0;230610,019
373,0;222017,881
374,0;212596,392
375,0;203795,716
376,0;196267,602
377,0;187866,421
378,0;179895,862
379,0;172765,193
380,0;166012,573
381,0;158470,633
382,0;152030,772
383,0;145477,647
384,0;138581,601
385,0;132258,073
386,0;126423,133
387,0;120034,003
388,0;114916,158
389,0;109422,778
390,0;104207,483
391,0;99634,541
392,0;94974,135
393,0;90123,789
394,0;85884,273
395,0;82043,770
396,0;77876,673
397,0;74084,535
398,0;70193,027
399,0;66557,810
400,0;63201,493
401,0;60260,692
402,0;56987,571
403,0;54328,593
404,0;51859,464
405,0;49223,899
406,0;46694,467
407,0;44773,548
408,0;42434,913
409,0;40420,965
410,0;38722,793
411,0;36826,285
412,0;34990,240
413,0;33375,354
414,0;31739,263
415,0;30222,261
416,0;28945,646
417,0;27609,946
418,0;26249,181
419,0;25143,028
420,0;24043,796
421,0;22848,274
422,0;21980,380
423,0;20811,596
424,0;19803,018
425,0;19074,038
426,0;18208,187
427,0;17391,624
428,0;16581,405
429,0;15818,484
430,0;15099,532
431,0;14465,201
432,0;13806,120
433,0;13155,820
434,0;12657,640
435,0;12069,776
436,0;11508,949
437,0;11039,853
438,0;10544,474
439,0;10048,710
440,0;9643,354
441,0;9233,257
442,0;8877,546
443,0;8475,511
444,0;8135,713
445,0;7767,474
446,0;7456,720
447,0;7190,466
448,0;6875,305
449,0;6629,102
450,0;6383,830
