Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:37:13
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

8uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;80072,807
286,0;73534,691
287,0;68494,361
288,0;63670,382
289,0;60092,207
290,0;59048,216
291,0;59291,832
292,0;61266,342
293,0;64865,737
294,0;69302,916
295,0;75022,241
296,0;82100,049
297,0;89125,232
298,0;97748,831
299,0;106119,659
300,0;114448,108
301,0;124077,453
302,0;133424,506
303,0;142346,832
304,0;152180,044
305,0;162883,168
306,0;173550,478
307,0;183613,053
308,0;195765,630
309,0;206901,271
310,0;217694,860
311,0;230340,732
312,0;242695,589
313,0;254138,075
314,0;267372,008
315,0;278741,104
316,0;289101,162
317,0;301665,808
318,0;312828,904
319,0;321927,807
320,0;333521,930
321,0;342535,505
322,0;349404,436
323,0;359471,334
324,0;369216,495
325,0;374115,005
326,0;381130,844
327,0;388779,209
328,0;392520,337
329,0;396156,917
330,0;401114,632
331,0;403677,030
332,0;405136,353
333,0;407052,626
334,0;405783,445
335,0;405588,883
336,0;406759,762
337,0;402839,584
338,0;399835,123
339,0;398642,581
340,0;393147,161
341,0;388996,077
342,0;386434,732
343,0;380535,854
344,0;373578,166
345,0;368895,769
346,0;360781,834
347,0;353256,277
348,0;347437,092
349,0;340039,350
350,0;332482,945
351,0;325659,216
352,0;316322,377
353,0;307916,876
354,0;301156,696
355,0;292694,295
356,0;284453,533
357,0;276738,015
358,0;268656,503
359,0;259063,256
360,0;251659,356
361,0;243569,392
362,0;234876,922
363,0;227225,100
364,0;220067,413
365,0;212387,113
366,0;205099,176
367,0;197583,266
368,0;190415,911
369,0;183311,501
370,0;176636,821
371,0;170014,982
372,0;163674,791
373,0;158020,080
374,0;151216,894
375,0;145163,908
376,0;139650,976
377,0;133965,919
378,0;128003,409
379,0;123086,553
380,0;118346,647
381,0;113115,347
382,0;108434,586
383,0;103578,673
384,0;98795,745
385,0;94325,084
386,0;90140,677
387,0;85694,434
388,0;82002,070
389,0;78040,030
390,0;74444,036
391,0;71228,837
392,0;67905,366
393,0;64396,170
394,0;61579,521
395,0;58779,439
396,0;55674,448
397,0;53073,385
398,0;50350,745
399,0;47662,018
400,0;45257,085
401,0;43237,408
402,0;40942,150
403,0;38872,065
404,0;37225,983
405,0;35374,271
406,0;33581,020
407,0;32200,096
408,0;30561,939
409,0;29120,640
410,0;27843,165
411,0;26561,042
412,0;25134,349
413,0;24150,933
414,0;22933,126
415,0;21792,072
416,0;20834,575
417,0;19920,711
418,0;18962,124
419,0;18175,221
420,0;17253,531
421,0;16508,871
422,0;15847,738
423,0;15056,279
424,0;14391,383
425,0;13780,875
426,0;13123,299
427,0;12512,381
428,0;12023,694
429,0;11418,646
430,0;10912,085
431,0;10442,134
432,0;9963,130
433,0;9545,715
434,0;9155,402
435,0;8768,546
436,0;8317,674
437,0;7958,124
438,0;7619,798
439,0;7256,987
440,0;6965,231
441,0;6678,960
442,0;6419,394
443,0;6148,224
444,0;5847,121
445,0;5641,665
446,0;5368,510
447,0;5168,159
448,0;4968,368
449,0;4768,047
450,0;4572,391
