Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:50:21
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

25uM 1.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;20668,973
286,0;18920,069
287,0;17768,219
288,0;16446,740
289,0;15645,959
290,0;15663,300
291,0;15925,971
292,0;16761,003
293,0;18006,567
294,0;19514,171
295,0;21260,482
296,0;23576,126
297,0;25822,391
298,0;28729,031
299,0;31497,236
300,0;34240,860
301,0;37616,670
302,0;41098,767
303,0;44177,586
304,0;47752,128
305,0;51620,805
306,0;55535,208
307,0;59452,746
308,0;63634,940
309,0;67872,761
310,0;71847,593
311,0;76807,117
312,0;81214,351
313,0;85654,922
314,0;90837,988
315,0;95072,393
316,0;98801,240
317,0;103779,651
318,0;108342,804
319,0;111676,681
320,0;116385,009
321,0;120149,074
322,0;122889,775
323,0;126960,338
324,0;130792,151
325,0;133034,842
326,0;135894,858
327,0;139051,966
328,0;140669,674
329,0;143058,079
330,0;144868,764
331,0;146126,083
332,0;147189,801
333,0;148553,939
334,0;148593,637
335,0;149199,140
336,0;149846,871
337,0;149097,394
338,0;148444,414
339,0;148268,558
340,0;146933,375
341,0;145670,165
342,0;145418,561
343,0;143952,735
344,0;141651,091
345,0;140031,942
346,0;137634,853
347,0;135657,034
348,0;133800,638
349,0;131544,245
350,0;129022,458
351,0;126916,968
352,0;123648,329
353,0;120665,452
354,0;118487,563
355,0;115416,597
356,0;112582,435
357,0;109809,622
358,0;107007,821
359,0;103526,126
360,0;100745,250
361,0;98014,403
362,0;94649,079
363,0;91811,322
364,0;89201,739
365,0;86334,162
366,0;83876,104
367,0;81135,999
368,0;78111,628
369,0;75685,476
370,0;73092,123
371,0;70469,477
372,0;68238,283
373,0;65870,824
374,0;63326,070
375,0;60957,294
376,0;58729,358
377,0;56345,559
378,0;54225,835
379,0;52188,970
380,0;50179,470
381,0;48226,736
382,0;46233,572
383,0;44342,529
384,0;42366,827
385,0;40452,866
386,0;38772,499
387,0;37034,650
388,0;35454,358
389,0;33924,422
390,0;32340,058
391,0;31006,326
392,0;29556,506
393,0;28142,599
394,0;26900,426
395,0;25771,375
396,0;24556,306
397,0;23398,034
398,0;22261,431
399,0;20993,023
400,0;20070,074
401,0;19127,966
402,0;18169,687
403,0;17307,412
404,0;16607,397
405,0;15760,388
406,0;15079,999
407,0;14445,406
408,0;13716,440
409,0;13025,866
410,0;12600,571
411,0;11922,632
412,0;11278,717
413,0;10893,047
414,0;10347,384
415,0;9922,911
416,0;9490,699
417,0;9018,282
418,0;8659,992
419,0;8288,142
420,0;7920,362
421,0;7532,302
422,0;7208,928
423,0;6890,914
424,0;6589,770
425,0;6326,856
426,0;6070,201
427,0;5809,483
428,0;5601,896
429,0;5299,479
430,0;5072,057
431,0;4848,430
432,0;4638,563
433,0;4448,502
434,0;4287,336
435,0;4087,675
436,0;3927,256
437,0;3746,308
438,0;3582,971
439,0;3386,020
440,0;3303,579
441,0;3145,503
442,0;3018,156
443,0;2914,202
444,0;2775,616
445,0;2660,896
446,0;2548,945
447,0;2466,484
448,0;2367,866
449,0;2269,782
450,0;2169,956
