Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:24:37
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

3uM 1.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;170142,652
286,0;154373,574
287,0;140433,227
288,0;126751,660
289,0;114704,654
290,0;107901,471
291,0;104861,553
292,0;103936,199
293,0;106824,051
294,0;111355,376
295,0;118300,706
296,0;127179,066
297,0;136867,546
298,0;148003,360
299,0;159196,459
300,0;170427,712
301,0;182722,821
302,0;194607,696
303,0;206272,218
304,0;217781,234
305,0;232056,483
306,0;245197,377
307,0;257590,471
308,0;272364,635
309,0;286490,393
310,0;299161,215
311,0;315488,357
312,0;330196,090
313,0;345155,390
314,0;361212,869
315,0;375456,021
316,0;387629,207
317,0;403261,580
318,0;417366,554
319,0;428252,732
320,0;442364,365
321,0;453668,552
322,0;462111,622
323,0;474173,350
324,0;486295,910
325,0;492827,672
326,0;501041,266
327,0;510103,244
328,0;514830,824
329,0;518809,860
330,0;525542,788
331,0;527906,508
332,0;529871,892
333,0;532021,433
334,0;531271,785
335,0;530544,868
336,0;531483,448
337,0;526562,791
338,0;522737,061
339,0;520580,728
340,0;513832,268
341,0;507763,923
342,0;504668,396
343,0;496838,377
344,0;486968,531
345,0;480662,115
346,0;470266,890
347,0;459948,947
348,0;452358,606
349,0;443039,684
350,0;433018,099
351,0;424111,166
352,0;412433,347
353,0;401282,950
354,0;391841,394
355,0;380728,142
356,0;369627,924
357,0;360128,601
358,0;349633,408
359,0;337263,398
360,0;327376,226
361,0;316766,535
362,0;305057,006
363,0;295429,317
364,0;285820,731
365,0;276151,969
366,0;266642,814
367,0;256758,424
368,0;246923,136
369,0;238101,611
370,0;229206,414
371,0;220619,615
372,0;212692,560
373,0;204804,794
374,0;196284,243
375,0;188162,176
376,0;181310,199
377,0;173405,314
378,0;165870,060
379,0;159468,465
380,0;153130,689
381,0;146514,172
382,0;140506,358
383,0;134209,752
384,0;127794,629
385,0;122265,049
386,0;117011,754
387,0;111042,819
388,0;106282,240
389,0;101359,567
390,0;96097,521
391,0;92031,511
392,0;87862,567
393,0;83384,340
394,0;79610,458
395,0;75749,208
396,0;72124,347
397,0;68414,871
398,0;64904,530
399,0;61531,272
400,0;58585,450
401,0;55807,713
402,0;52858,664
403,0;50375,538
404,0;48038,800
405,0;45535,664
406,0;43312,042
407,0;41449,261
408,0;39395,707
409,0;37483,058
410,0;35887,301
411,0;34152,773
412,0;32500,743
413,0;30959,151
414,0;29425,517
415,0;28057,450
416,0;26920,589
417,0;25550,686
418,0;24413,547
419,0;23366,803
420,0;22225,776
421,0;21218,243
422,0;20382,401
423,0;19366,334
424,0;18402,667
425,0;17729,498
426,0;16882,502
427,0;16051,430
428,0;15420,902
429,0;14649,390
430,0;13964,330
431,0;13384,691
432,0;12810,208
433,0;12195,165
434,0;11708,935
435,0;11196,410
436,0;10656,660
437,0;10176,606
438,0;9727,159
439,0;9282,081
440,0;8943,612
441,0;8566,206
442,0;8221,730
443,0;7860,520
444,0;7513,738
445,0;7175,830
446,0;6911,969
447,0;6615,414
448,0;6352,161
449,0;6116,972
450,0;5838,323
