Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:59:22
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

40uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;8055,815
286,0;7339,505
287,0;6814,938
288,0;6311,912
289,0;6065,529
290,0;6088,656
291,0;6242,150
292,0;6605,440
293,0;7165,887
294,0;7846,070
295,0;8710,270
296,0;9687,065
297,0;10738,876
298,0;11951,269
299,0;13215,314
300,0;14551,511
301,0;16037,439
302,0;17653,128
303,0;19103,581
304,0;20566,782
305,0;22504,123
306,0;24335,266
307,0;26172,501
308,0;28297,544
309,0;30182,795
310,0;32273,077
311,0;34425,708
312,0;36645,606
313,0;38912,294
314,0;41270,828
315,0;43613,467
316,0;45467,219
317,0;47878,305
318,0;50142,380
319,0;51921,142
320,0;54180,228
321,0;56190,872
322,0;57649,021
323,0;59729,551
324,0;61747,971
325,0;63160,752
326,0;64584,116
327,0;66496,715
328,0;67449,741
329,0;68727,007
330,0;70071,142
331,0;70938,498
332,0;71632,577
333,0;72712,191
334,0;73019,730
335,0;73483,420
336,0;74302,157
337,0;73943,347
338,0;74137,720
339,0;74537,073
340,0;74150,479
341,0;73744,164
342,0;74118,622
343,0;73619,722
344,0;72840,308
345,0;72306,579
346,0;71661,729
347,0;70647,492
348,0;70214,999
349,0;69231,761
350,0;68242,303
351,0;67349,727
352,0;65983,783
353,0;64835,689
354,0;63849,251
355,0;62582,639
356,0;61075,985
357,0;59899,142
358,0;58643,046
359,0;56912,989
360,0;55770,327
361,0;54257,183
362,0;52781,775
363,0;51535,043
364,0;50216,980
365,0;48868,047
366,0;47567,392
367,0;46233,627
368,0;44763,619
369,0;43555,049
370,0;42230,930
371,0;40906,102
372,0;39744,815
373,0;38454,958
374,0;37060,486
375,0;35914,817
376,0;34767,795
377,0;33460,761
378,0;32206,888
379,0;31173,630
380,0;30072,465
381,0;28950,725
382,0;27938,612
383,0;26801,357
384,0;25708,973
385,0;24630,733
386,0;23733,173
387,0;22692,816
388,0;21743,593
389,0;20800,257
390,0;19949,420
391,0;19160,391
392,0;18368,936
393,0;17495,966
394,0;16791,659
395,0;16095,092
396,0;15359,189
397,0;14642,026
398,0;13942,557
399,0;13267,696
400,0;12679,359
401,0;12091,171
402,0;11522,642
403,0;10984,022
404,0;10589,879
405,0;10077,473
406,0;9642,111
407,0;9206,660
408,0;8782,168
409,0;8378,343
410,0;8076,787
411,0;7624,649
412,0;7314,048
413,0;6995,053
414,0;6728,187
415,0;6378,365
416,0;6142,309
417,0;5882,526
418,0;5588,409
419,0;5388,422
420,0;5140,273
421,0;4939,676
422,0;4721,185
423,0;4486,280
424,0;4335,345
425,0;4179,335
426,0;3995,028
427,0;3815,277
428,0;3639,504
429,0;3508,351
430,0;3383,991
431,0;3218,325
432,0;3071,567
433,0;2949,643
434,0;2819,974
435,0;2707,194
436,0;2587,112
437,0;2510,688
438,0;2363,835
439,0;2280,267
440,0;2181,774
441,0;2095,749
442,0;2004,573
443,0;1925,270
444,0;1840,167
445,0;1752,254
446,0;1705,256
447,0;1643,402
448,0;1585,969
449,0;1515,605
450,0;1463,725
