Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:53:56
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

30uM 1.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;13579,387
286,0;12417,798
287,0;11644,799
288,0;10888,323
289,0;10465,382
290,0;10445,476
291,0;10700,810
292,0;11404,978
293,0;12256,975
294,0;13379,629
295,0;14749,280
296,0;16272,176
297,0;18073,149
298,0;20025,804
299,0;22123,889
300,0;24137,699
301,0;26577,729
302,0;28871,354
303,0;31368,185
304,0;33770,755
305,0;36742,537
306,0;39469,070
307,0;42468,087
308,0;45580,155
309,0;48666,206
310,0;51538,861
311,0;55246,704
312,0;58632,040
313,0;61948,989
314,0;65596,300
315,0;68865,007
316,0;71942,298
317,0;75598,649
318,0;78854,772
319,0;81357,377
320,0;84823,332
321,0;87691,694
322,0;89650,153
323,0;92829,483
324,0;95911,599
325,0;97505,871
326,0;99713,219
327,0;102307,455
328,0;103512,204
329,0;104954,975
330,0;106952,700
331,0;108061,267
332,0;108733,812
333,0;109903,219
334,0;110188,240
335,0;110785,710
336,0;111423,918
337,0;110981,909
338,0;110604,473
339,0;110673,189
340,0;109750,685
341,0;109193,068
342,0;109146,894
343,0;108037,882
344,0;106521,548
345,0;105791,020
346,0;104108,367
347,0;102531,894
348,0;101457,658
349,0;99738,221
350,0;97926,514
351,0;96433,104
352,0;94267,099
353,0;92183,311
354,0;90525,607
355,0;88441,575
356,0;86476,056
357,0;84574,537
358,0;82393,303
359,0;79926,147
360,0;77898,983
361,0;75715,688
362,0;73343,176
363,0;71381,381
364,0;69312,278
365,0;67305,355
366,0;65422,179
367,0;63240,178
368,0;61009,258
369,0;59242,569
370,0;57263,933
371,0;55359,523
372,0;53463,691
373,0;51915,855
374,0;49860,965
375,0;48068,332
376,0;46453,991
377,0;44620,727
378,0;42895,905
379,0;41412,670
380,0;40009,882
381,0;38287,016
382,0;36839,080
383,0;35279,425
384,0;33722,033
385,0;32415,040
386,0;30979,961
387,0;29599,452
388,0;28321,920
389,0;27100,092
390,0;25880,527
391,0;24786,784
392,0;23704,241
393,0;22655,998
394,0;21673,893
395,0;20716,610
396,0;19667,300
397,0;18820,281
398,0;17810,745
399,0;16984,498
400,0;16139,111
401,0;15476,921
402,0;14662,028
403,0;13981,980
404,0;13373,166
405,0;12790,007
406,0;12195,949
407,0;11632,250
408,0;11050,306
409,0;10589,970
410,0;10172,964
411,0;9635,423
412,0;9154,290
413,0;8831,456
414,0;8364,940
415,0;7996,135
416,0;7658,703
417,0;7340,731
418,0;6976,987
419,0;6677,258
420,0;6409,958
421,0;6108,999
422,0;5877,760
423,0;5581,356
424,0;5345,267
425,0;5132,294
426,0;4914,415
427,0;4699,904
428,0;4518,459
429,0;4298,551
430,0;4090,022
431,0;3935,591
432,0;3775,374
433,0;3598,732
434,0;3451,030
435,0;3302,481
436,0;3174,609
437,0;3040,064
438,0;2916,106
439,0;2796,899
440,0;2672,601
441,0;2563,779
442,0;2440,456
443,0;2343,350
444,0;2277,101
445,0;2164,851
446,0;2063,572
447,0;1979,463
448,0;1890,725
449,0;1839,722
450,0;1768,944
