Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:45:14
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

15uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;49003,271
286,0;44839,092
287,0;41033,782
288,0;37406,547
289,0;34633,775
290,0;33298,499
291,0;33057,219
292,0;33606,431
293,0;35447,598
294,0;37921,825
295,0;41059,404
296,0;45000,965
297,0;48921,528
298,0;53647,986
299,0;58658,358
300,0;63445,611
301,0;69239,578
302,0;74686,320
303,0;79883,874
304,0;85443,943
305,0;91905,045
306,0;98094,220
307,0;104138,716
308,0;111443,512
309,0;117517,165
310,0;124397,140
311,0;131406,139
312,0;138856,691
313,0;145963,963
314,0;153244,940
315,0;160389,158
316,0;166112,605
317,0;173841,490
318,0;180256,120
319,0;185122,204
320,0;192493,119
321,0;198125,491
322,0;202181,367
323,0;207781,189
324,0;213693,691
325,0;217344,179
326,0;221068,339
327,0;225477,447
328,0;227968,475
329,0;229956,859
330,0;233520,732
331,0;234684,547
332,0;235778,768
333,0;237330,022
334,0;236990,989
335,0;236905,932
336,0;237660,087
337,0;235457,501
338,0;233722,558
339,0;233063,184
340,0;229846,775
341,0;227865,098
342,0;226601,561
343,0;223301,495
344,0;219357,083
345,0;216707,872
346,0;212121,126
347,0;207801,186
348,0;204675,280
349,0;200579,722
350,0;196219,613
351,0;192730,648
352,0;187265,323
353,0;182496,877
354,0;178440,003
355,0;173475,913
356,0;168662,024
357,0;164346,582
358,0;159767,207
359,0;154249,193
360,0;149826,737
361,0;145362,747
362,0;140186,802
363,0;135849,223
364,0;131625,535
365,0;127424,813
366,0;123288,397
367,0;118884,091
368,0;114619,539
369,0;110513,314
370,0;106768,577
371,0;102823,606
372,0;99330,274
373,0;95676,797
374,0;91776,455
375,0;88289,332
376,0;85091,500
377,0;81499,511
378,0;78070,898
379,0;75289,634
380,0;72315,848
381,0;69338,943
382,0;66523,030
383,0;63685,903
384,0;60723,763
385,0;58147,078
386,0;55695,095
387,0;53102,450
388,0;50833,051
389,0;48548,498
390,0;46265,058
391,0;44264,583
392,0;42321,096
393,0;40149,803
394,0;38491,104
395,0;36842,159
396,0;34895,066
397,0;33304,342
398,0;31641,379
399,0;30023,165
400,0;28617,841
401,0;27281,651
402,0;25875,329
403,0;24729,036
404,0;23568,044
405,0;22424,270
406,0;21375,931
407,0;20442,291
408,0;19494,013
409,0;18569,078
410,0;17903,603
411,0;16988,338
412,0;16152,532
413,0;15463,472
414,0;14731,708
415,0;14036,300
416,0;13495,445
417,0;12823,339
418,0;12266,521
419,0;11856,456
420,0;11280,359
421,0;10761,183
422,0;10377,677
423,0;9881,217
424,0;9388,265
425,0;9080,749
426,0;8639,279
427,0;8250,535
428,0;7899,306
429,0;7600,213
430,0;7244,583
431,0;6943,790
432,0;6662,416
433,0;6350,163
434,0;6108,542
435,0;5855,056
436,0;5554,542
437,0;5364,744
438,0;5111,372
439,0;4915,917
440,0;4727,565
441,0;4498,387
442,0;4351,813
443,0;4173,856
444,0;4012,178
445,0;3846,640
446,0;3683,341
447,0;3560,096
448,0;3410,775
449,0;3294,256
450,0;3155,111
