Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:22:37
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

control 6.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;220234,167
286,0;201366,377
287,0;184369,765
288,0;167584,110
289,0;152541,974
290,0;144786,960
291,0;140841,361
292,0;140203,396
293,0;144438,875
294,0;150519,591
295,0;159438,325
296,0;171213,620
297,0;183457,339
298,0;197744,745
299,0;211468,552
300,0;225184,299
301,0;240418,155
302,0;255149,811
303,0;269496,759
304,0;283667,165
305,0;300402,596
306,0;316361,860
307,0;331889,656
308,0;349737,653
309,0;366667,289
310,0;382463,396
311,0;401721,146
312,0;420425,983
313,0;438705,701
314,0;458070,779
315,0;475481,336
316,0;489794,777
317,0;509507,070
318,0;526078,630
319,0;539457,959
320,0;557333,584
321,0;571256,609
322,0;581307,765
323,0;596061,501
324,0;610863,982
325,0;619375,099
326,0;628938,382
327,0;641134,714
328,0;646918,578
329,0;651929,214
330,0;660592,089
331,0;663711,785
332,0;665766,258
333,0;669048,361
334,0;667498,341
335,0;666906,140
336,0;668436,196
337,0;662254,736
338,0;656793,973
339,0;654244,676
340,0;646008,107
341,0;638687,323
342,0;634746,042
343,0;624420,070
344,0;612770,815
345,0;605235,053
346,0;592178,282
347,0;578757,081
348,0;569916,511
349,0;557868,508
350,0;545030,800
351,0;534366,037
352,0;519362,024
353,0;505433,601
354,0;493420,577
355,0;479880,719
356,0;466055,645
357,0;453846,058
358,0;440725,195
359,0;425205,076
360,0;412474,719
361,0;399169,547
362,0;385196,522
363,0;372542,054
364,0;360638,063
365,0;347915,139
366,0;336343,580
367,0;324237,696
368,0;311736,361
369,0;300066,443
370,0;289298,834
371,0;278375,083
372,0;268165,956
373,0;258487,552
374,0;247596,007
375,0;237355,016
376,0;228480,295
377,0;218698,651
378,0;209453,414
379,0;201333,334
380,0;193124,902
381,0;184711,879
382,0;176935,260
383,0;169578,178
384,0;161402,126
385,0;154301,215
386,0;147588,634
387,0;140061,333
388,0;133855,655
389,0;127815,425
390,0;121570,652
391,0;116095,326
392,0;110860,690
393,0;105140,135
394,0;100310,509
395,0;95656,009
396,0;90915,683
397,0;86436,625
398,0;81883,211
399,0;77558,534
400,0;73630,387
401,0;70117,011
402,0;66383,369
403,0;63026,371
404,0;60444,957
405,0;57337,573
406,0;54437,126
407,0;51980,114
408,0;49338,148
409,0;47127,796
410,0;45140,310
411,0;42807,045
412,0;40746,899
413,0;38939,996
414,0;36910,666
415,0;35222,173
416,0;33546,282
417,0;32137,344
418,0;30519,353
419,0;29287,861
420,0;27808,795
421,0;26507,031
422,0;25363,580
423,0;24081,274
424,0;22976,164
425,0;22064,776
426,0;21082,833
427,0;20062,743
428,0;19210,567
429,0;18227,599
430,0;17406,081
431,0;16666,104
432,0;15917,529
433,0;15182,061
434,0;14538,123
435,0;13823,734
436,0;13241,229
437,0;12618,482
438,0;12051,909
439,0;11534,050
440,0;11043,776
441,0;10569,477
442,0;10137,670
443,0;9676,647
444,0;9293,662
445,0;8843,713
446,0;8494,467
447,0;8159,299
448,0;7795,856
449,0;7493,527
450,0;7211,407
