Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:41:16
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

10uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;61851,605
286,0;57421,013
287,0;53314,895
288,0;50025,978
289,0;47245,610
290,0;46803,023
291,0;47087,520
292,0;48814,947
293,0;51875,056
294,0;55681,462
295,0;60145,075
296,0;65859,608
297,0;71700,644
298,0;78616,453
299,0;85559,152
300,0;92263,663
301,0;100559,612
302,0;108066,866
303,0;115484,382
304,0;123018,620
305,0;132188,445
306,0;140883,247
307,0;149850,656
308,0;159755,857
309,0;168626,954
310,0;177685,450
311,0;188903,095
312,0;198819,611
313,0;209054,810
314,0;220011,638
315,0;229458,751
316,0;238092,421
317,0;248821,369
318,0;258168,540
319,0;265864,362
320,0;275378,537
321,0;283716,486
322,0;289633,279
323,0;297711,024
324,0;306013,101
325,0;310559,614
326,0;316736,389
327,0;322939,145
328,0;326586,485
329,0;329598,688
330,0;334365,514
331,0;336264,671
332,0;337616,542
333,0;339546,836
334,0;338838,585
335,0;339332,005
336,0;340075,606
337,0;337256,372
338,0;334832,839
339,0;333552,467
340,0;329590,026
341,0;325860,956
342,0;324391,792
343,0;319527,552
344,0;313325,236
345,0;309820,705
346,0;303263,498
347,0;296913,677
348,0;291907,891
349,0;286170,017
350,0;279700,515
351,0;274277,099
352,0;266415,120
353,0;259378,320
354,0;253711,481
355,0;246672,676
356,0;239686,937
357,0;233601,027
358,0;226628,453
359,0;218842,686
360,0;212200,314
361,0;205587,263
362,0;198064,779
363,0;191911,832
364,0;185797,862
365,0;179299,540
366,0;173281,432
367,0;167230,488
368,0;161187,883
369,0;155214,646
370,0;149531,566
371,0;143934,262
372,0;138787,688
373,0;133552,051
374,0;128176,420
375,0;123008,116
376,0;118513,051
377,0;113174,505
378,0;108594,364
379,0;104438,336
380,0;100317,385
381,0;96009,028
382,0;91919,391
383,0;87899,085
384,0;83889,581
385,0;80131,260
386,0;76483,549
387,0;72947,844
388,0;69849,693
389,0;66546,271
390,0;63358,232
391,0;60578,752
392,0;57862,566
393,0;54865,454
394,0;52378,189
395,0;50006,659
396,0;47415,953
397,0;45127,704
398,0;42867,743
399,0;40576,594
400,0;38646,487
401,0;36770,877
402,0;34860,624
403,0;33153,504
404,0;31727,348
405,0;30242,311
406,0;28623,140
407,0;27428,700
408,0;26061,629
409,0;24784,982
410,0;23810,779
411,0;22631,146
412,0;21493,246
413,0;20632,694
414,0;19550,975
415,0;18668,619
416,0;17913,610
417,0;17001,901
418,0;16219,566
419,0;15535,980
420,0;14811,851
421,0;14149,863
422,0;13566,143
423,0;12891,668
424,0;12228,113
425,0;11810,706
426,0;11294,979
427,0;10771,571
428,0;10282,642
429,0;9801,380
430,0;9356,887
431,0;8994,249
432,0;8563,054
433,0;8189,400
434,0;7853,532
435,0;7485,089
436,0;7149,092
437,0;6862,091
438,0;6535,997
439,0;6249,870
440,0;5995,371
441,0;5739,593
442,0;5471,960
443,0;5260,580
444,0;5051,272
445,0;4786,821
446,0;4631,218
447,0;4459,174
448,0;4285,779
449,0;4125,705
450,0;3933,949
