Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:39:35
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

10uM 2.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;62884,209
286,0;57942,279
287,0;53457,093
288,0;49469,757
289,0;46354,744
290,0;45321,777
291,0;45516,242
292,0;46755,807
293,0;49590,810
294,0;53016,549
295,0;57287,166
296,0;62684,018
297,0;68078,084
298,0;74624,036
299,0;81280,281
300,0;87742,487
301,0;95407,954
302,0;102744,348
303,0;109769,176
304,0;117217,765
305,0;125950,159
306,0;133936,513
307,0;142096,272
308,0;151828,569
309,0;160667,908
310,0;169094,033
311,0;179156,756
312,0;188791,167
313,0;198377,992
314,0;208816,755
315,0;218322,134
316,0;226199,923
317,0;235552,189
318,0;245315,777
319,0;252212,561
320,0;261656,113
321,0;269417,690
322,0;274732,506
323,0;282898,361
324,0;290620,020
325,0;294998,769
326,0;300480,909
327,0;306511,953
328,0;310171,431
329,0;312969,327
330,0;317399,285
331,0;319317,234
332,0;320663,723
333,0;322242,984
334,0;322135,863
335,0;322177,627
336,0;323016,879
337,0;320076,163
338,0;318060,807
339,0;316624,247
340,0;312813,123
341,0;309869,800
342,0;307857,037
343,0;302836,464
344,0;297425,619
345,0;293873,493
346,0;287592,971
347,0;281646,963
348,0;276834,230
349,0;271257,010
350,0;265225,158
351,0;259815,074
352,0;252912,981
353,0;246264,254
354,0;240749,906
355,0;233939,319
356,0;227113,327
357,0;221278,153
358,0;214798,794
359,0;207521,921
360,0;201184,517
361,0;194743,613
362,0;187688,072
363,0;181894,705
364,0;176059,613
365,0;170130,531
366,0;164300,570
367,0;158482,021
368,0;152437,313
369,0;146786,677
370,0;141499,666
371,0;136170,294
372,0;131409,013
373,0;126653,653
374,0;121336,075
375,0;116518,157
376,0;111991,142
377,0;107255,505
378,0;102783,530
379,0;98871,517
380,0;94905,447
381,0;90730,229
382,0;86920,705
383,0;83198,602
384,0;79127,960
385,0;75838,169
386,0;72423,531
387,0;68783,817
388,0;65979,085
389,0;62956,874
390,0;59845,098
391,0;57157,380
392,0;54570,117
393,0;51720,645
394,0;49476,454
395,0;47328,550
396,0;44838,316
397,0;42601,925
398,0;40462,665
399,0;38316,788
400,0;36468,987
401,0;34757,233
402,0;32932,244
403,0;31336,098
404,0;30005,559
405,0;28493,099
406,0;27011,909
407,0;25898,072
408,0;24543,558
409,0;23422,945
410,0;22530,389
411,0;21427,193
412,0;20371,664
413,0;19389,885
414,0;18418,504
415,0;17626,405
416,0;16873,791
417,0;16070,783
418,0;15269,292
419,0;14663,483
420,0;13955,623
421,0;13367,834
422,0;12784,494
423,0;12159,353
424,0;11584,401
425,0;11128,260
426,0;10579,048
427,0;10122,050
428,0;9698,497
429,0;9251,823
430,0;8811,165
431,0;8477,526
432,0;8067,748
433,0;7731,612
434,0;7384,371
435,0;7058,792
436,0;6766,818
437,0;6426,353
438,0;6139,048
439,0;5895,063
440,0;5682,268
441,0;5387,765
442,0;5170,621
443,0;4971,347
444,0;4742,834
445,0;4539,966
446,0;4382,810
447,0;4187,482
448,0;4019,428
449,0;3874,198
450,0;3722,828
