Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:52:41
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

25uM 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;20422,711
286,0;18887,665
287,0;17634,784
288,0;16371,488
289,0;15604,946
290,0;15590,678
291,0;15932,569
292,0;16797,127
293,0;17930,044
294,0;19477,806
295,0;21374,418
296,0;23517,322
297,0;25940,698
298,0;28789,313
299,0;31528,524
300,0;34410,472
301,0;37674,597
302,0;40925,899
303,0;44088,869
304,0;47387,180
305,0;51491,976
306,0;55260,024
307,0;59156,527
308,0;63616,818
309,0;67765,243
310,0;71759,504
311,0;76547,713
312,0;81243,468
313,0;85805,031
314,0;90609,423
315,0;94956,185
316,0;99151,676
317,0;104030,464
318,0;108395,029
319,0;111943,827
320,0;116936,865
321,0;120561,629
322,0;123449,634
323,0;127497,615
324,0;131452,002
325,0;133650,505
326,0;136561,105
327,0;140061,873
328,0;141709,072
329,0;143811,948
330,0;145916,798
331,0;147310,709
332,0;148381,542
333,0;149855,944
334,0;149979,071
335,0;150708,599
336,0;151414,060
337,0;150565,014
338,0;150072,484
339,0;150006,592
340,0;148610,269
341,0;147719,590
342,0;147315,946
343,0;145527,194
344,0;143645,519
345,0;142252,098
346,0;139715,961
347,0;137546,156
348,0;135807,716
349,0;133483,225
350,0;131103,965
351,0;128927,204
352,0;125605,080
353,0;122999,117
354,0;120501,613
355,0;117580,878
356,0;114380,047
357,0;111882,767
358,0;108843,671
359,0;105653,800
360,0;102863,548
361,0;99872,825
362,0;96722,315
363,0;93854,160
364,0;91173,002
365,0;88410,821
366,0;85743,909
367,0;82879,527
368,0;79897,839
369,0;77393,608
370,0;74822,359
371,0;72279,167
372,0;69945,006
373,0;67467,385
374,0;64910,663
375,0;62457,494
376,0;60348,596
377,0;57941,756
378,0;55565,458
379,0;53606,439
380,0;51589,667
381,0;49418,369
382,0;47599,034
383,0;45533,975
384,0;43485,572
385,0;41687,177
386,0;40079,506
387,0;38080,976
388,0;36494,728
389,0;34859,594
390,0;33207,329
391,0;31897,506
392,0;30528,496
393,0;28960,676
394,0;27734,909
395,0;26552,269
396,0;25284,481
397,0;24026,192
398,0;22973,294
399,0;21640,196
400,0;20696,958
401,0;19772,741
402,0;18800,529
403,0;17955,239
404,0;17126,260
405,0;16256,663
406,0;15526,563
407,0;14808,819
408,0;14078,533
409,0;13496,811
410,0;12923,380
411,0;12298,557
412,0;11753,349
413,0;11170,386
414,0;10636,405
415,0;10187,778
416,0;9758,175
417,0;9331,595
418,0;8893,106
419,0;8518,859
420,0;8127,687
421,0;7783,482
422,0;7520,574
423,0;7105,410
424,0;6784,695
425,0;6559,164
426,0;6252,269
427,0;5986,909
428,0;5717,645
429,0;5480,160
430,0;5214,694
431,0;5038,775
432,0;4758,045
433,0;4582,414
434,0;4385,537
435,0;4196,072
436,0;4003,566
437,0;3840,527
438,0;3664,957
439,0;3510,255
440,0;3369,864
441,0;3230,449
442,0;3099,983
443,0;2966,938
444,0;2824,527
445,0;2705,948
446,0;2634,073
447,0;2501,417
448,0;2434,572
449,0;2313,371
450,0;2239,963
