Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:18:22
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

control 3.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;221618,384
286,0;202512,781
287,0;186383,245
288,0;170036,662
289,0;155582,942
290,0;148050,623
291,0;144773,130
292,0;144565,467
293,0;149129,463
294,0;155817,507
295,0;165325,100
296,0;177461,916
297,0;190200,327
298,0;205411,485
299,0;219830,450
300,0;234064,379
301,0;250056,046
302,0;265675,205
303,0;280571,664
304,0;295170,560
305,0;312984,754
306,0;329536,165
307,0;345526,305
308,0;364049,804
309,0;381744,221
310,0;397930,172
311,0;417878,338
312,0;437217,161
313,0;455041,365
314,0;475673,470
315,0;493999,608
316,0;508495,512
317,0;528669,002
318,0;546039,080
319,0;559711,701
320,0;577279,915
321,0;591853,671
322,0;601978,754
323,0;616760,177
324,0;632682,342
325,0;640378,783
326,0;650564,491
327,0;662402,905
328,0;668223,249
329,0;673389,080
330,0;682112,354
331,0;684912,323
332,0;686797,001
333,0;689766,393
334,0;688377,970
335,0;687243,002
336,0;688370,177
337,0;682135,001
338,0;676193,589
339,0;673470,829
340,0;664250,967
341,0;657013,640
342,0;652514,113
343,0;642444,484
344,0;630142,557
345,0;622126,216
346,0;608580,459
347,0;595324,042
348,0;585182,250
349,0;572672,462
350,0;559532,302
351,0;548491,703
352,0;532851,368
353,0;518837,566
354,0;506680,427
355,0;492932,721
356,0;477971,425
357,0;465330,620
358,0;451686,137
359,0;435573,430
360,0;422854,563
361,0;408977,189
362,0;394698,703
363,0;381828,097
364,0;369533,523
365,0;356788,392
366,0;344618,837
367,0;331960,900
368,0;318965,471
369,0;307297,391
370,0;296036,788
371,0;284669,927
372,0;274501,338
373,0;264280,292
374,0;253394,186
375,0;242951,591
376,0;233907,617
377,0;223573,272
378,0;213962,010
379,0;205756,388
380,0;197518,717
381,0;189019,827
382,0;181081,860
383,0;173230,925
384,0;164717,683
385,0;157523,284
386,0;150503,536
387,0;143086,666
388,0;137001,083
389,0;130542,827
390,0;124357,715
391,0;118559,714
392,0;113097,672
393,0;107146,501
394,0;102362,348
395,0;97670,088
396,0;92652,024
397,0;88090,750
398,0;83491,387
399,0;79176,224
400,0;75177,902
401,0;71593,839
402,0;67749,406
403,0;64436,826
404,0;61536,363
405,0;58393,164
406,0;55497,795
407,0;53103,788
408,0;50406,869
409,0;47962,031
410,0;45930,237
411,0;43658,387
412,0;41527,895
413,0;39547,857
414,0;37636,338
415,0;35805,891
416,0;34330,966
417,0;32601,406
418,0;31034,151
419,0;29721,120
420,0;28346,985
421,0;26977,625
422,0;25826,091
423,0;24457,498
424,0;23336,905
425,0;22396,235
426,0;21364,880
427,0;20351,046
428,0;19469,143
429,0;18458,375
430,0;17689,958
431,0;16978,273
432,0;16134,365
433,0;15368,747
434,0;14738,148
435,0;14078,107
436,0;13422,148
437,0;12810,800
438,0;12258,744
439,0;11692,296
440,0;11231,525
441,0;10719,881
442,0;10261,203
443,0;9811,790
444,0;9436,996
445,0;8962,567
446,0;8684,598
447,0;8314,530
448,0;7956,745
449,0;7645,296
450,0;7330,197
