Summary
[Software Information]
Software Name:;LabSolutions RF
Version:;1,11
[Data Information]
Data is:;Modified
Sample Name
Sample ID
Option
Analyst
Date/Time:;12/03/2021 14:17:19
Comments
[Instrument Information]
Instrument Name:;RF-6000
Instrument Type:;RF-6000 Series
Model (S/N):;RF-6000 (A40245300193SA)

Parameter
[Measurement]
Spectrum Type:;Emission
EX Wavelength:;280,0 nm
EM Wavelength Start:;285,0 nm
EM Wavelength End:;450,0 nm
Data Interval:;1,0 nm
Scan Speed:;6000 nm/min
[Instrument]
EX Bandwidth:;10,0 nm
EM Bandwidth:;10,0 nm
Sensitivity:;Auto
[Attachment]
Attachment:;None
[Auto Print]
Auto Print:;No
Report File:;

control 2.fs2f - CorrectionData
Wavelength nm.;Intensity
285,0;161342,980
286,0;150392,998
287,0;141857,155
288,0;133501,319
289,0;127368,946
290,0;125702,875
291,0;126860,012
292,0;130378,532
293,0;137239,000
294,0;145420,232
295,0;155252,577
296,0;167799,732
297,0;180135,191
298,0;194017,784
299,0;208396,794
300,0;221543,236
301,0;236808,324
302,0;251003,099
303,0;265036,547
304,0;278403,195
305,0;295172,165
306,0;310435,469
307,0;324847,340
308,0;342784,927
309,0;358668,568
310,0;373689,717
311,0;392623,208
312,0;410127,923
313,0;427063,118
314,0;445493,877
315,0;461833,734
316,0;475212,908
317,0;494004,802
318,0;509848,696
319,0;522108,008
320,0;538389,512
321,0;551768,694
322,0;560406,330
323,0;574655,744
324,0;589434,624
325,0;595818,009
326,0;605943,305
327,0;616437,133
328,0;621545,211
329,0;626193,316
330,0;633207,096
331,0;636382,923
332,0;638046,584
333,0;640538,309
334,0;639140,891
335,0;637531,728
336,0;638684,292
337,0;632349,548
338,0;627413,433
339,0;624540,011
340,0;616295,017
341,0;609195,995
342,0;605309,600
343,0;595300,021
344,0;583752,059
345,0;576237,371
346,0;563280,579
347,0;551111,234
348,0;542223,273
349,0;530526,513
350,0;518442,769
351,0;507869,474
352,0;493170,292
353,0;479844,729
354,0;468494,961
355,0;455562,553
356,0;441755,191
357,0;430341,301
358,0;417862,919
359,0;403109,736
360,0;390650,869
361,0;377888,681
362,0;364612,849
363,0;352464,380
364,0;341463,397
365,0;329609,985
366,0;318283,456
367,0;306554,641
368,0;294883,334
369,0;283880,657
370,0;274041,200
371,0;263287,780
372,0;253677,457
373,0;243991,962
374,0;233878,490
375,0;224174,420
376,0;216068,450
377,0;206420,026
378,0;197815,808
379,0;190307,892
380,0;182444,814
381,0;174699,206
382,0;167238,642
383,0;159883,926
384,0;152114,268
385,0;145401,817
386,0;138979,308
387,0;132145,534
388,0;126306,142
389,0;120505,122
390,0;114577,373
391,0;109510,710
392,0;104361,383
393,0;99004,116
394,0;94470,796
395,0;90233,589
396,0;85589,427
397,0;81408,352
398,0;77135,303
399,0;73043,591
400,0;69348,233
401,0;66046,298
402,0;62613,646
403,0;59651,552
404,0;56944,335
405,0;54006,879
406,0;51353,221
407,0;49283,218
408,0;46584,140
409,0;44514,536
410,0;42709,318
411,0;40545,087
412,0;38490,398
413,0;36788,677
414,0;34949,646
415,0;33291,287
416,0;31958,154
417,0;30357,055
418,0;28961,288
419,0;27739,811
420,0;26353,017
421,0;25218,785
422,0;24132,881
423,0;22903,155
424,0;21806,179
425,0;20965,747
426,0;20023,338
427,0;19053,872
428,0;18195,417
429,0;17419,573
430,0;16600,373
431,0;15900,145
432,0;15211,320
433,0;14553,106
434,0;13938,034
435,0;13260,749
436,0;12668,075
437,0;12108,763
438,0;11598,081
439,0;11097,196
440,0;10657,535
441,0;10202,573
442,0;9741,681
443,0;9365,564
444,0;8966,054
445,0;8638,424
446,0;8270,841
447,0;7920,169
448,0;7616,144
449,0;7323,235
450,0;6989,888
