"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1,11"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","11/03/2021 12:11:46"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245300193SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","280,0 nm"
"EM Wavelength Start:","285,0 nm"
"EM Wavelength End:","450,0 nm"
"Data Interval:","1,0 nm"
"Scan Speed:","6000 nm/min"
"[Instrument]"
"EX Bandwidth:","10,0 nm"
"EM Bandwidth:","10,0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"control 5.fs2f - CorrectionData"
"Wavelength nm.","Intensity"
285,0,235025,604
286,0,214595,936
287,0,196267,490
288,0,178169,370
289,0,162188,460
290,0,154012,636
291,0,149600,501
292,0,148811,818
293,0,152923,587
294,0,159308,302
295,0,168583,680
296,0,180046,221
297,0,192384,455
298,0,206465,482
299,0,220555,455
300,0,233863,151
301,0,248694,291
302,0,263219,081
303,0,276516,705
304,0,290237,631
305,0,306365,523
306,0,321444,088
307,0,335987,653
308,0,352665,879
309,0,368793,702
310,0,383562,879
311,0,402113,658
312,0,419401,566
313,0,436292,713
314,0,455594,231
315,0,471697,397
316,0,485568,774
317,0,504614,782
318,0,521520,941
319,0,534253,408
320,0,551156,190
321,0,565804,103
322,0,574898,437
323,0,588577,420
324,0,603299,228
325,0,611070,101
326,0,619903,829
327,0,631539,717
328,0,636563,323
329,0,640522,791
330,0,648768,349
331,0,651440,881
332,0,652549,686
333,0,655000,230
334,0,653539,663
335,0,652631,316
336,0,653534,207
337,0,646468,411
338,0,641478,617
339,0,638220,317
340,0,629436,592
341,0,621658,352
342,0,617180,006
343,0,607227,759
344,0,594553,357
345,0,586821,864
346,0,574364,851
347,0,561202,901
348,0,551904,682
349,0,539724,170
350,0,527564,980
351,0,516463,227
352,0,501300,507
353,0,487853,882
354,0,476379,439
355,0,462469,767
356,0,448780,981
357,0,436914,894
358,0,423797,572
359,0,408426,003
360,0,396352,595
361,0,383265,866
362,0,369366,798
363,0,357740,004
364,0,346074,046
365,0,333824,400
366,0,322296,162
367,0,310504,478
368,0,298604,849
369,0,287571,993
370,0,277392,593
371,0,266740,954
372,0,257034,306
373,0,247485,255
374,0,237177,289
375,0,227593,503
376,0,219186,197
377,0,209419,995
378,0,200513,562
379,0,192905,287
380,0,184771,266
381,0,176755,798
382,0,169533,999
383,0,162060,511
384,0,154373,839
385,0,147312,525
386,0,140715,344
387,0,133877,212
388,0,128134,911
389,0,122008,790
390,0,116157,811
391,0,110963,121
392,0,105903,892
393,0,100228,089
394,0,95737,939
395,0,91443,313
396,0,86739,254
397,0,82473,571
398,0,78327,965
399,0,74070,151
400,0,70340,669
401,0,67158,367
402,0,63581,271
403,0,60313,107
404,0,57739,456
405,0,54748,925
406,0,52018,382
407,0,49805,679
408,0,47216,782
409,0,45056,595
410,0,43235,572
411,0,40982,828
412,0,39033,836
413,0,37238,050
414,0,35305,501
415,0,33621,925
416,0,32315,249
417,0,30723,489
418,0,29268,218
419,0,28021,554
420,0,26667,008
421,0,25466,068
422,0,24430,840
423,0,23243,666
424,0,22121,665
425,0,21194,376
426,0,20276,607
427,0,19312,549
428,0,18453,016
429,0,17585,812
430,0,16854,707
431,0,16193,244
432,0,15403,375
433,0,14693,078
434,0,14146,044
435,0,13533,250
436,0,12860,335
437,0,12363,068
438,0,11812,344
439,0,11272,027
440,0,10820,208
441,0,10354,765
442,0,9909,948
443,0,9525,744
444,0,9156,403
445,0,8727,285
446,0,8405,978
447,0,8070,804
448,0,7764,456
449,0,7489,510
450,0,7164,758
